Left hand keypoints:
1210.478027 519.827698 0.436065
1147.458252 451.556183 0.614774
1103.694458 371.030853 0.762580
1101.943848 290.505524 0.828165
1124.701050 223.984619 0.835186
1171.965942 297.507751 0.615500
1145.707642 197.726349 0.847650
1143.957153 134.706528 0.696172
1143.957153 111.949371 0.064986
1226.233032 311.512146 0.576217
1229.734131 173.218643 0.613515
1241.987915 125.953781 0.620987
1254.241821 111.949371 0.064047
1271.747314 323.765991 0.586732
1310.259399 199.476898 0.839363
1327.764893 131.205429 0.574735
1327.764893 111.949371 0.075198
1322.513306 341.271515 0.612125
1355.773682 265.997833 0.708977
1373.279175 213.481308 0.770499
1385.533081 159.214233 0.767513
