Left hand keypoints:
1149.086792 473.288208 0.504864
1086.734619 442.872528 0.687104
1030.465698 427.664703 0.829724
987.883728 380.520416 0.929561
987.883728 331.855347 0.785347
1031.986450 369.874939 0.785262
975.717468 330.334564 0.791625
946.822571 296.877350 0.762535
914.886108 267.982452 0.833970
1059.360474 348.583984 0.790829
1006.133118 284.711090 0.849994
980.279785 248.212280 0.825757
954.426453 211.713486 0.841975
1092.817749 333.376129 0.746701
1057.839722 266.461670 0.921654
1042.631958 229.962875 0.853951
1024.382568 194.984863 0.921068
1129.316528 324.251434 0.745544
1120.191895 269.503235 0.789124
1114.108765 233.004440 0.827922
1109.546387 198.026428 0.954403
