Left hand keypoints:
1145.231812 908.578186 0.013129
1138.455200 989.897461 0.012275
1116.431152 995.826965 0.010608
1116.431152 995.826965 0.010203
1109.654663 934.837524 0.006375
1131.678589 996.674072 0.015470
1137.608154 993.285767 0.014759
1140.996460 995.826965 0.009984
1140.149292 994.979919 0.006380
1130.831543 994.979919 0.013227
1137.608154 989.897461 0.016439
1137.608154 994.979919 0.009266
1138.455200 994.979919 0.005208
1134.219849 994.132812 0.018422
1137.608154 990.744507 0.015038
1138.455200 992.438660 0.010675
1140.149292 1028.862915 0.005377
1148.620117 990.744507 0.026045
1149.467163 999.215271 0.014594
1141.843506 994.979919 0.009833
1140.149292 1013.615540 0.006729
