Left hand keypoints:
1134.932983 549.307556 0.154139
1074.860596 465.206329 0.344927
1042.250000 384.537811 0.582025
1055.980835 297.003876 0.703703
1090.307861 226.633438 0.365389
1074.860596 387.970520 0.089243
1076.577026 199.171814 0.058555
982.177673 221.484390 0.092583
1102.322266 202.604523 0.046013
1107.471313 379.388733 0.112547
1097.173218 248.946014 0.054767
1107.471313 218.051682 0.132750
1092.024170 202.604523 0.047083
1145.231079 370.806976 0.131728
1090.307861 243.796967 0.023164
1109.187622 219.768036 0.059316
1078.293335 200.888168 0.059802
1189.856201 369.090637 0.300680
1201.870728 298.720215 0.585982
1210.452393 248.946014 0.600562
1215.601440 200.888168 0.511988
