Left hand keypoints:
1135.434570 541.534119 0.154785
1073.195068 476.102814 0.313483
1034.893799 385.137360 0.295296
1062.023804 298.959564 0.494702
1073.195068 286.192474 0.033830
1052.448486 385.137360 0.107582
1071.599121 284.596588 0.081496
1090.749756 255.870651 0.111843
1111.496338 243.103577 0.030807
1098.729248 380.349701 0.153834
1100.325073 273.425385 0.158501
1111.496338 241.507690 0.126208
1114.688110 243.103577 0.015679
1138.626343 375.562042 0.195070
1122.667480 289.384247 0.092869
1108.304565 239.911804 0.056385
1189.694702 243.103577 0.012447
1189.694702 377.157928 0.544879
1202.461792 308.534882 0.672173
1212.037109 260.658325 0.492110
1216.824707 243.103577 0.127429
