Left hand keypoints:
1121.719604 448.746552 0.656923
1068.406006 418.535522 0.520190
1020.423767 393.655853 0.397813
1007.983948 336.788025 0.211287
993.767029 269.257477 0.037452
1013.315308 402.541443 0.501254
983.104309 377.661774 0.709128
954.670349 347.450745 0.826953
924.459351 311.908356 0.899806
1043.526367 391.878723 0.497198
1011.538208 354.559204 0.350306
990.212769 322.571045 0.481503
954.670349 288.805786 0.767196
1064.851807 374.107544 0.632059
1038.194946 335.010895 0.504677
1009.761108 304.799866 0.536773
993.767029 271.034576 0.854511
1095.062866 354.559204 0.793358
1089.731445 303.022736 0.743309
1080.845825 267.480347 0.912677
1068.406006 237.269318 0.912426
