Left hand keypoints:
1108.102539 427.089142 0.639419
1052.830200 398.561523 0.487890
1006.472778 382.514709 0.374366
981.511108 329.025421 0.196582
965.464355 264.838226 0.039851
1001.123901 393.212585 0.455716
967.247314 371.816864 0.701465
936.936707 339.723267 0.862102
904.843079 309.412659 0.834981
1027.868530 384.297699 0.514663
995.774963 353.987091 0.458212
956.549438 314.761597 0.563094
931.587769 282.667999 0.822073
1049.264282 366.467926 0.667649
1013.604736 334.374329 0.414824
986.860046 305.846710 0.479753
965.464355 263.055267 0.820283
1077.791870 339.723267 0.853302
1063.528076 286.233948 0.758194
1052.830200 254.140366 0.895574
1040.349365 225.612732 0.894343
