Left hand keypoints:
1149.245239 582.517273 0.284338
1100.936035 507.554718 0.459978
1065.953491 415.933838 0.656026
1120.926025 324.312927 0.717816
1192.556885 299.325409 0.596943
1090.941040 320.981262 0.194657
1087.609375 244.352859 0.348600
1080.946045 229.360352 0.111470
1120.926025 364.292969 0.032264
1124.257690 337.639587 0.314513
1192.556885 257.679535 0.096334
1209.215210 229.360352 0.099721
1125.923584 370.956299 0.040575
1165.903564 352.632111 0.407331
1202.551880 272.672058 0.416519
1217.544434 229.360352 0.222129
1225.873657 229.360352 0.027716
1204.217773 364.292969 0.472139
1215.878540 305.988739 0.265188
1222.541992 244.352859 0.167190
1237.534424 227.694519 0.078873
