Left hand keypoints:
1120.166626 521.992065 0.153941
1073.335327 444.478180 0.192457
1055.571655 342.741180 0.138499
1057.186646 291.065247 0.347664
1089.484009 234.544708 0.320994
1112.092285 337.896576 0.120658
1118.551758 289.450378 0.277810
1107.247681 215.166229 0.318837
1105.632812 197.402634 0.088088
1146.004639 352.430420 0.156289
1131.470703 292.680115 0.054977
1102.403076 223.240585 0.066962
1087.869141 352.430420 0.016891
1192.835938 366.964264 0.156607
1213.829224 265.227295 0.035143
1102.403076 224.855469 0.015783
1359.167847 223.240585 0.015090
1231.592896 368.579132 0.306266
1281.653931 316.903229 0.456830
1322.025757 265.227295 0.572445
1357.552979 221.625717 0.302464
