Left hand keypoints:
1175.558472 639.360291 0.207525
1117.585815 506.851288 0.303234
1076.176758 414.094971 0.298878
1066.238525 322.995026 0.454409
1089.427612 250.115051 0.083839
1137.462158 354.465912 0.095833
1120.898438 318.025940 0.172210
1115.929443 269.991394 0.240804
1125.867554 253.427780 0.030762
1160.651245 362.747711 0.075186
1114.273071 283.242310 0.028203
1109.303955 253.427780 0.021867
1091.083984 253.427780 0.009042
1195.434814 372.685883 0.025820
1211.998413 268.335052 0.014537
1210.342041 251.771408 0.029787
1097.709473 253.427780 0.007265
1246.782104 372.685883 0.130706
1278.252930 301.462311 0.156017
1288.191162 274.960480 0.053145
1288.191162 268.335052 0.018874
