Left hand keypoints:
1112.431152 434.570496 0.641702
1056.432739 396.071564 0.528830
1012.684021 369.822296 0.716289
988.184692 324.323578 0.569645
996.934448 280.574829 0.505260
1024.933716 366.322418 0.454465
986.434753 319.073730 0.648857
953.185669 301.574219 0.755185
921.686523 271.825073 0.879657
1056.432739 350.572845 0.692882
1012.684021 287.574615 0.635432
975.935059 261.325348 0.806004
946.185852 231.576187 0.885623
1075.682251 329.573425 0.694866
1056.432739 273.575012 0.827145
1038.933228 235.076096 0.786530
1016.183899 201.827026 0.941357
1105.431396 315.573822 0.831313
1105.431396 259.575409 0.831619
1101.931519 226.326340 0.866670
1096.681641 189.577362 0.906699
