Left hand keypoints:
1120.725464 440.950043 0.705752
1062.337158 403.280182 0.582900
1005.832397 378.794800 0.829504
962.512085 335.474457 0.807357
926.725708 288.387146 0.699811
1020.900330 371.260803 0.480175
985.114014 348.658905 0.245918
960.628601 312.872559 0.419717
924.842224 282.736664 0.660225
1049.152710 350.542389 0.757733
1013.366394 290.270630 0.930122
979.463501 252.600800 0.863421
949.327637 214.930939 0.850867
1077.405151 333.590973 0.746562
1054.803223 263.901733 0.685995
1035.968262 226.231903 0.831009
1019.016846 186.678558 0.887324
1107.541016 314.756042 0.783035
1105.657471 252.600800 0.782893
1098.123535 214.930939 0.864118
1094.356567 181.028076 0.921315
