Left hand keypoints:
1279.901611 611.889771 0.278194
1231.750366 417.278290 0.481566
1221.718750 318.969421 0.533493
1231.750366 224.673126 0.721704
1263.851196 170.502930 0.492344
1297.958374 314.956818 0.646311
1283.914185 224.673126 0.644266
1283.914185 160.471405 0.679826
1281.907959 124.357941 0.306067
1354.134888 324.988312 0.642439
1394.260986 192.572266 0.574291
1418.336548 140.408371 0.550346
1434.386963 124.357941 0.089990
1398.273560 345.051361 0.683863
1476.519409 244.736176 0.809254
1526.677002 176.521851 0.720687
1568.809326 120.345337 0.582679
1442.412231 373.139618 0.766076
1516.645508 318.969421 0.721260
1566.803101 274.830719 0.801210
1606.929077 238.717255 0.833317
