Left hand keypoints:
1201.984375 623.640015 0.142268
1269.196533 462.330841 0.053524
1186.861694 516.100586 0.017817
1146.534424 366.553528 0.024230
1146.534424 428.724762 0.007980
1134.772339 465.691467 0.029282
1227.188965 337.988373 0.026460
1242.311768 324.545929 0.020793
1247.352661 332.947449 0.010407
1158.296509 482.494476 0.017478
1227.188965 351.430786 0.023340
1215.426880 364.873230 0.015844
1294.401123 452.249023 0.006674
1183.501099 482.494476 0.022528
1203.664673 405.200531 0.016651
1203.664673 406.880829 0.012285
1502.758789 267.415619 0.025902
1309.523804 358.152008 0.031618
1432.186035 341.348969 0.009843
1467.472412 309.423218 0.022359
1499.398193 277.497437 0.046983
