Left hand keypoints:
1281.107544 614.112305 0.246871
1229.915527 433.916382 0.540315
1229.915527 331.532318 0.496808
1231.963257 227.100586 0.763162
1262.678467 173.860870 0.428489
1297.489014 317.198547 0.611679
1283.155273 225.052902 0.656724
1283.155273 165.670151 0.639897
1281.107544 122.668846 0.502640
1350.728760 329.484650 0.666379
1391.682373 198.433044 0.724630
1420.349854 139.050293 0.673440
1434.683716 122.668846 0.132558
1397.825439 352.009125 0.711619
1477.684937 245.529709 0.829356
1526.829346 177.956238 0.725530
1561.639893 139.050293 0.621253
1440.826660 380.676666 0.720334
1514.543213 321.293915 0.716594
1563.687622 274.197235 0.829782
1608.736572 239.386673 0.843361
