Left hand keypoints:
1124.161987 449.042114 0.671675
1066.125122 410.955383 0.461662
1015.342773 391.005188 0.823213
971.815125 349.291168 0.802625
933.728394 303.949829 0.415850
1033.479370 376.495972 0.529512
991.765259 331.154633 0.584411
962.746826 311.204437 0.565945
931.914734 282.185974 0.778800
1062.497803 356.545776 0.699490
1024.411011 291.254242 0.847663
993.578918 251.353867 0.851324
966.374146 216.894455 0.872024
1091.516235 334.781952 0.721557
1075.193359 265.863098 0.747817
1057.056763 227.776382 0.849810
1037.106567 186.062347 0.830841
1120.534668 318.459045 0.838916
1120.534668 260.422150 0.837691
1116.907349 222.335419 0.838367
1107.839111 187.875992 0.933618
