Left hand keypoints:
1270.833252 616.942627 0.385849
1266.682861 517.331970 0.613029
1233.479248 432.247894 0.823959
1264.607544 332.637268 0.845895
1308.187256 235.101852 0.564238
1115.191650 353.389496 0.542537
1055.010254 253.778854 0.573909
1007.280151 185.296539 0.503514
969.926147 110.588562 0.615971
1129.718140 345.088593 0.316383
1098.589844 220.575302 0.358152
1052.934937 143.792114 0.404227
1023.881897 114.739006 0.039164
1167.072144 363.765594 0.075753
1069.536743 233.026627 0.018665
1065.386353 133.416000 0.069982
1297.811157 218.500076 0.025908
1173.297852 396.969147 0.082706
1266.682861 330.562042 0.018239
1268.758057 328.486816 0.056002
967.850891 114.739006 0.074165
