Left hand keypoints:
1254.989868 526.639404 0.266342
1216.079590 440.627197 0.608843
1209.935913 332.088013 0.791787
1254.989868 250.171631 0.874580
1332.810425 209.213440 0.788509
1275.468994 278.842346 0.345829
1341.002075 188.734344 0.173328
1365.577026 127.297058 0.277589
1386.056152 131.392883 0.077439
1318.475098 299.321442 0.583969
1353.289551 186.686432 0.597373
1384.008179 131.392883 0.383732
1449.541260 131.392883 0.039474
1369.672852 327.992188 0.610687
1449.541260 215.357162 0.813839
1498.691162 151.871979 0.477528
1525.313965 131.392883 0.147778
1416.774780 358.710846 0.695077
1492.547363 297.273560 0.719018
1541.697266 252.219543 0.808086
1584.703369 215.357162 0.813807
