Left hand keypoints:
1178.885254 640.823303 0.326415
1132.638916 546.617920 0.441960
1084.679810 459.263794 0.639311
1101.808105 356.494232 0.090707
1113.797852 344.504456 0.055749
1124.074829 349.642914 0.136500
1124.074829 342.791626 0.090444
1151.479980 315.386414 0.097751
1158.331299 298.258148 0.033820
1170.321045 370.196838 0.120538
1197.726318 335.940308 0.032059
1206.290405 330.801849 0.028139
1214.854614 332.514679 0.009532
1221.705811 368.484009 0.158431
1250.823853 358.207062 0.014101
1255.962402 397.602051 0.009522
1264.526489 416.443146 0.018203
1262.813721 371.909668 0.263245
1312.485596 303.396637 0.240929
1336.465210 258.863159 0.094833
1355.306274 248.586197 0.045114
